来源,内容
"IELTS6 Test4 Reading Passage 3","'There is no bullying at this school' has been a common refrain, almost certainly untrue."
"IELTS6 Test4 Reading Passage 3","Fortunately more schools are now saying: 'There is not much bullying here, but when it occurs we have a clear policy for dealing with it.'"
"IELTS6 Test4 Reading Passage 3","Three factors are involved in this change."
"IELTS6 Test4 Reading Passage 3","First is an awareness of the severity of the problem."
"IELTS6 Test4 Reading Passage 3","Second, a number of resources to help tackle bullying have become available in Britain."
"IELTS6 Test4 Reading Passage 3","For example, the Scottish Council for Research in Education produced a package of materials, Action Against Bullying, circulated to all schools in England and Wales as well as in Scotland in summer 1992, with a second pack, Supporting Schools Against Bullying, produced the following year."
"IELTS6 Test4 Reading Passage 3","In Ireland, Guidelines on Countering Bullying Behaviour in Post-Primary Schools was published in 1993."
"IELTS6 Test4 Reading Passage 3","Third, there is evidence that these materials work, and that schools can achieve something."
"IELTS6 Test4 Reading Passage 3","This comes from carefully conducted 'before and after' evaluations of interventions in schools, monitored by a research team."
"IELTS6 Test4 Reading Passage 3","In Norway, after an intervention campaign was introduced nationally, an evaluation of forty-two schools suggested that, over a two-year period, bullying was halved."
"IELTS6 Test4 Reading Passage 3","The Sheffield investigation, which involved sixteen primary schools and seven secondary schools, found that most schools succeeded in reducing bullying."
"IELTS6 Test4 Reading Passage 3","Evidence suggests that a key step is to develop a policy on bullying, saying clearly what is meant by bullying, and giving explicit guidelines on what will be done if it occurs, what records will be kept, who will be informed, what sanctions will be employed."
"IELTS6 Test4 Reading Passage 3","The policy should be developed through consultation, over a period of time - not just imposed from the head teacher's office!"
"IELTS6 Test4 Reading Passage 3","Pupils, parents and staff should feel they have been involved in the policy, which needs to be disseminated and implemented effectively."
"IELTS6 Test4 Reading Passage 3","Other actions can be taken to back up the policy."
"IELTS6 Test4 Reading Passage 3","There are ways of dealing with the topic through the curriculum, using video, drama and literature."
"IELTS6 Test4 Reading Passage 3","These are useful for raising awareness, and can best be tied in to early phases of development, while the school is starting to discuss the issue of bullying."
"IELTS6 Test4 Reading Passage 3","They are also useful in renewing the policy for new pupils, or revising it in the light of experience."
"IELTS6 Test4 Reading Passage 3","But curriculum work alone may only have short-term effects; it should be an addition to policy work, not a substitute."
"IELTS6 Test4 Reading Passage 3","There are also ways of working with individual pupils, or in small groups."
"IELTS6 Test4 Reading Passage 3","Assertiveness training for pupils who are liable to be victims is worthwhile, and certain approaches to group bullying such as 'no blame', can be useful in changing the behaviour of bullying pupils without confronting them directly, although other sanctions may be needed for those who continue with persistent bullying."
"IELTS6 Test4 Reading Passage 3","Work in the playground is important, too."
"IELTS6 Test4 Reading Passage 3","One helpful step is to train lunchtime supervisors to distinguish bullying from playful fighting, and help them break up conflicts."
"IELTS6 Test4 Reading Passage 3","Another possibility is to improve the playground environment, so that pupils are less likely to be led into bullying from boredom or frustration."
"IELTS6 Test4 Reading Passage 3","With these developments, schools can expect that at least the most serious kinds of bullying can largely be prevented."
"IELTS6 Test4 Reading Passage 3","The more effort put in and the wider the whole school involvement, the more substantial the results are likely to be."
"IELTS6 Test4 Reading Passage 3","The reduction in bullying - and the consequent improvement in pupil happiness - is surely a worthwhile objective."
" Introduction to Computer Science Ch1 Key Terms "," adversarial attack - sample input (e.g., an image) that is designed to cause a system to behave problematically "
" Introduction to Computer Science Ch1 Key Terms "," algorithm - sequence of precise instructions "
" Introduction to Computer Science Ch1 Key Terms "," artificial intelligence (AI) - development of computer functions to perform tasks, such as visual perception and decision-making processes, that usually are performed by human intelligence "
" Introduction to Computer Science Ch1 Key Terms "," big data - very large datasets that aren't easily processed using spreadsheets "
" Introduction to Computer Science Ch1 Key Terms "," computational science - application of computing concepts and technologies to advance scientific research and practical applications of science knowledge "
" Introduction to Computer Science Ch1 Key Terms "," computer program - algorithms that can be run on a computer "
" Introduction to Computer Science Ch1 Key Terms "," computer science (CS) - study of the phenomena surrounding computers "
" Introduction to Computer Science Ch1 Key Terms "," computing - all phenomena related to computers "
" Introduction to Computer Science Ch1 Key Terms "," data science - interdisciplinary field that applies computing toward managing data and extracting information from data "
" Introduction to Computer Science Ch1 Key Terms "," hardware - physical, real-world materials that enable computation "
" Introduction to Computer Science Ch1 Key Terms "," human-computer interaction (HCI) - subfield of computer science that emphasizes the social aspects of computation "
" Introduction to Computer Science Ch1 Key Terms "," image recognition - problem of identifying objects in an image "
" Introduction to Computer Science Ch1 Key Terms "," information science - interdisciplinary field studying information technologies and systems as they relate to people, organizations, and societies "
" Introduction to Computer Science Ch1 Key Terms "," memory - means of addressing information in a computer by storing it in consistent locations "
" Introduction to Computer Science Ch1 Key Terms "," network - various technological devices that are connected and share information "
" Introduction to Computer Science Ch1 Key Terms "," neural network - AI algorithm architecture that emphasizes connections between artificial 'neurons' whose behavior and values change in response to stimulus or input "
" Introduction to Computer Science Ch1 Key Terms "," processor - computer's 'brain,' that follows instructions from algorithms and processes data "
" Introduction to Computer Science Ch1 Key Terms "," programming language - language consisting of symbols and instructions that can be interpreted by a computer "
" Introduction to Computer Science Ch1 Key Terms "," social determination of technology - belief that technologies are inherently neutral, and that it is the people who use a technology who ultimately make it 'good' or 'bad' "
" Introduction to Computer Science Ch1 Key Terms "," software - algorithmic principles that determine how results are computed "
" Introduction to Computer Science Ch1 Key Terms "," software engineering - subfield of computer science that emphasizes how problems can be solved with computers as well as the practices and processes that can help people design more effective software solutions "
" Introduction to Computer Science Ch1 Key Terms "," spreadsheet - data-centric programming environment where data is organized into cells in a table "
" Introduction to Computer Science Ch1 Key Terms "," storage - hardware and physical components of a computer that permanently house a computer's data "
" Introduction to Computer Science Ch1 Key Terms "," technological fix - idea that technologies can solve social problems, but now often used to critique blind faith in technological solutions to human problems "
" Introduction to Computer Science Ch1 Key Terms "," theoretical computer science - mathematical processes behind software "
" Introduction to Computer Science Ch1 Key Terms "," Turing-complete - fundamental model for computing results and every computer has the ability to run any algorithm "
" Introduction to Computer Science Ch1 Key Terms "," vacuum tube - physical device that works like a light bulb used as memory in early digital computers "
" Introduction to Computer Science Ch1 Conceptual Questions "," Give two definitions of computer science. How do they compare? "
" Introduction to Computer Science Ch1 Conceptual Questions "," Explain the concept of theoretical computer science. "
" Introduction to Computer Science Ch1 Conceptual Questions "," What is body-syntonic reasoning and how has it affected education? "
" Introduction to Computer Science Ch1 Conceptual Questions "," In terms of data science, what is a spreadsheet and why can it be said that by using spreadsheets, people are programming without realizing it? "
" Introduction to Computer Science Ch1 Conceptual Questions "," How do discovery and invention differ and how are these involved in computer science? "
" Introduction to Computer Science Ch1 Conceptual Questions "," Describe in your own words the difference between data (as in data science) and information (as in information science). How does computer science shape both fields? "
" Introduction to Computer Science Ch1 Conceptual Questions "," Give a real-life example that refutes social determination of technology. Your example does not need to involve computing, but it should involve some technology designed by humans. "
" Introduction to Computer Science Ch1 Conceptual Questions "," Artificial intelligence approaches are typically used to solve problems that requires specific kinds of 'intelligence.' Describe a real-life computational problem or application that does not need artificial intelligence. "
" Introduction to Computer Science Ch1 Conceptual Questions "," Image recognition systems that can detect objects in images enable self-driving cars and many large-scale manufacturing or agricultural operations. Give another example where image recognition could be used as part of a larger system to automate decisions at scale. "
" Introduction to Computer Science Ch1 Problem Set A "," Research examples of how modeling and simulations have led to new inventions and discoveries. "
" Introduction to Computer Science Ch1 Problem Set A "," Research and provide a summary of the difference between artificial intelligence and machine learning. "
" Introduction to Computer Science Ch1 Problem Set B "," Research how artificial intelligence and machine learning can improve the accuracy of computational models and lead to cutting-edge technology inventions in the future. Provide a specific example of how AI and ML have been used in this way so far. "
" Introduction to Computer Science Ch1 Problem Set B "," Research and provide a summary of how machine learning is a subset of artificial intelligence and plays a key role in artificial intelligence systems. "
" Introduction to Computer Science Ch1 Practice Exercises "," Research where the term debugging originated from and why it refers to finding problems in our programs today. "
" Introduction to Computer Science Ch1 Practice Exercises "," Research some examples of computational models and how they are a part of everyday life. "
" Introduction to Computer Science Ch1 Practice Exercises "," Research how computational models relate to mathematics. "
" Introduction to Computer Science Ch1 Practice Exercises "," Research some examples of how artificial intelligence is used across multiple industries. Summarize at least two different industries and how AI is currently being used. "
" Introduction to Computer Science Ch1 Practice Exercises "," Research ethical issues related to artificial intelligence and provide an example of how artificial intelligence can be misused for unethical and even criminal ways. "
" Introduction to Computer Science Ch2 Key Terms "," abstraction - simplified representation of complex systems or phenomena "
" Introduction to Computer Science Ch2 Key Terms "," application architecture - subset of the enterprise solution architecture; includes a process to architect and design the application architecture as well as the actual application architecture model, which represents the content of the application architecture "
" Introduction to Computer Science Ch2 Key Terms "," architectural pattern - reusable solution to a recurring problem in software architecture design "
" Introduction to Computer Science Ch2 Key Terms "," architecture model - represents the content of the application architecture "
" Introduction to Computer Science Ch2 Key Terms "," architecture scope - extent and boundaries within which architectural considerations, decisions, and solutions apply "
" Introduction to Computer Science Ch2 Key Terms "," automation - using a program or computer application to perform repetitive tasks or calculations "
" Introduction to Computer Science Ch2 Key Terms "," big data analytics - process of examining, processing, and extracting valuable insights from large datasets "
" Introduction to Computer Science Ch2 Key Terms "," blockchain - secure and transparent way of recording transactions; uses a chain of blocks, each storing a list of transactions "
" Introduction to Computer Science Ch2 Key Terms "," blueprint - detailed plan or design that outlines the structure, components, and specifications of a building, product, system, or process "
" Introduction to Computer Science Ch2 Key Terms "," business logic layer - holds the business logic for the business solution or application "
" Introduction to Computer Science Ch2 Key Terms "," business model - framework that outlines how a business creates, delivers, and captures value "
" Introduction to Computer Science Ch2 Key Terms "," business process hierarchy - organizes a company's activities from broad, general processes down to specific tasks, making it easier to manage and improve how the business operates "
" Introduction to Computer Science Ch2 Key Terms "," computational thinking - problem-solving and cognitive process rooted in principles derived from computer science that involves breaking down complex problems into smaller, more manageable parts and devising systematic approaches to solve them "
" Introduction to Computer Science Ch2 Key Terms "," data architecture model - conceptual framework that outlines how an organization structures, organizes, and manages its data assets "
" Introduction to Computer Science Ch2 Key Terms "," data management layer - responsible for interacting with persistent storage systems like databases and various data processing mechanisms "
" Introduction to Computer Science Ch2 Key Terms "," data modeling - collaborative process wherein IT and business stakeholders establish a shared understanding of essential business terms, known as entities, which typically end up being represented as tables that contain data in a relational database management system "
" Introduction to Computer Science Ch2 Key Terms "," debugging - finding and fixing of issues in code "
" Introduction to Computer Science Ch2 Key Terms "," decomposition - solving of a complex problem by breaking it up into smaller, more manageable tasks "
" Introduction to Computer Science Ch2 Key Terms "," design component - reusable element within a larger system that serves a specific purpose "
" Introduction to Computer Science Ch2 Key Terms "," EA domain - represents business, data, application, and technology architectures "
" Introduction to Computer Science Ch2 Key Terms "," elementary business process (EBP) - fundamental and indivisible activity within a business that is not further subdivided into smaller processes "
" Introduction to Computer Science Ch2 Key Terms "," entity model - represents the various objects or concepts and their relationships within a system "
" Introduction to Computer Science Ch2 Key Terms "," Ethereum platform - open-source blockchain platform that enables the creation and execution of smart contracts and decentralized applications "
" Introduction to Computer Science Ch2 Key Terms "," flowchart - method for showing the flow and direction of decisions in a visual way using a diagram "
" Introduction to Computer Science Ch2 Key Terms "," function - set of commands that can be repeatedly executed "
" Introduction to Computer Science Ch2 Key Terms "," heuristic - form of a pattern that is well-known and considered a rule of thumb "
" Introduction to Computer Science Ch2 Key Terms "," hybrid cloud application - combines the benefits of both private and public clouds, allowing organizations to optimize their infrastructure based on specific requirements "
" Introduction to Computer Science Ch2 Key Terms "," Internet of Things (IoT) - network of physical devices embedded with sensors, software, and connectivity, enabling them to collect and exchange data "
" Introduction to Computer Science Ch2 Key Terms "," machine learning - developing algorithms that enable computers to learn from data and make decisions without programming "
" Introduction to Computer Science Ch2 Key Terms "," microservices - way of building software by breaking it into small, independent pieces; each piece, or service, does a specific job and works on its own "
" Introduction to Computer Science Ch2 Key Terms "," Microsoft Azure - comprehensive cloud computing platform provided by Microsoft "
" Introduction to Computer Science Ch2 Key Terms "," migrating legacy business solutions - upgrading or replacing old systems with newer, more efficient ones "
" Introduction to Computer Science Ch2 Key Terms "," Model-View-Controller (MVC) - software architectural pattern commonly used in the design of interactive applications, providing a systematic way to organize and structure code "
" Introduction to Computer Science Ch2 Key Terms "," monolithic structure - system or application architecture where all the components are tightly integrated into a single unit "
" Introduction to Computer Science Ch2 Key Terms "," presentation layer - user's touchpoint, handling the user interface (UI) and delivering the user experience (UX), which encapsulates the "
" Introduction to Computer Science Ch2 Conceptual Questions "," Suppose you plan to meet with your friends at a location you are unfamiliar with. In what ways could you employ computational thinking to efficiently navigate and locate the meeting spot? "
" Introduction to Computer Science Ch2 Conceptual Questions "," Explain how the pyramid of knowledge concept helps describe the learning progress you make when reading a textbook. "
" Introduction to Computer Science Ch2 Conceptual Questions "," What are specific examples of business architecture similarities between two banks? "
" Introduction to Computer Science Ch2 Conceptual Questions "," What are specific examples of technology architecture similarities between two banks? "
" Introduction to Computer Science Ch2 Problem Set A "," Create an algorithm to explain to a robot how to cross a street. Use computational thinking to break down the problem into smaller parts. "
" Introduction to Computer Science Ch2 Problem Set A "," Create an algorithm to explain how to bake a four-tiered wedding cake. "
" Introduction to Computer Science Ch2 Problem Set A "," Reflect on what happens when you try to figure out driving directions from point A to point B. "
" Introduction to Computer Science Ch2 Problem Set A "," Create an enterprise architecture business model for an insurance company that specializes in insuring home and car owners. "
" Introduction to Computer Science Ch2 Problem Set A "," Create two alternative enterprise technology architecture models for the insurance company business model created in the previous question. "
" Introduction to Computer Science Ch2 Problem Set A "," Draw an application architecture diagram for the Web 2.0 responsive website of a fictitious insurance company that focuses on home and car insurance and assume that the company also provides native apps to its customers in addition to the website. "
" Introduction to Computer Science Ch2 Problem Set B "," Create an algorithm to explain to a robot how to play a game of rock paper scissors. Use computational thinking to break down the problem into smaller parts. "
" Introduction to Computer Science Ch2 Problem Set B "," Create an algorithm to show a robot how to play a game of tic-tac-toe. Use computational thinking to break down the problem into smaller parts. "
" Introduction to Computer Science Ch2 Problem Set B "," Perform some research on the Internet to piece together enterprise architectures for as many industries as you can think of. "
" Introduction to Computer Science Ch2 Problem Set B "," Draw a cloud-native application architecture diagram for the trading business and technical model documented in the previous section of this chapter. "
" Introduction to Computer Science Ch2 Problem Set B "," A company wants to develop a business solution that takes pictures of the license plates of cars that drive too fast through intersections in a given city, sends tickets to the drivers, and manages ticket payments. Draw an innovative cloud mashup application architecture diagram for such a solution. "
" Introduction to Computer Science Ch2 Problem Set B "," Document the architecture of a pattern catalog that could be used to provide access to solution architecture diagrams that would help accelerate the creation of mainstream business solutions. "
" Introduction to Computer Science Ch2 Practice Exercises "," Think of a complex problem—one that can be broken into many layers of smaller problems. Explain how computational thinking could help you develop a solution to your complex problem. "
" Introduction to Computer Science Ch2 Practice Exercises "," Look at the following pseudocode that describes an algorithm to make a peanut butter and jelly sandwich: ... "
" Introduction to Computer Science Ch2 Practice Exercises "," Research what the Fibonacci number sequence is. Write the pseudocode to compute the nth number in the Fibonacci number sequence. Utilize recursion to model a pattern of computation. "
" Introduction to Computer Science Ch2 Practice Exercises "," Create a model that describes the business of running your daily life. "
" Introduction to Computer Science Ch2 Practice Exercises "," Draw an application architecture diagram for a business solution that uses smart contracts for payment and transactions logging purposes. Feel free to leverage some of the figures from this chapter, rather than create something new. "
" Introduction to Computer Science Ch3 Key Terms "," abstract data type (ADT) - consists of all data structures that share common functionality "
" Introduction to Computer Science Ch3 Key Terms "," abstraction - process of simplifying a concept in order to represent it in a computer "
" Introduction to Computer Science Ch3 Key Terms "," adjacent - in a graph abstract data type, the relationship between two vertices connected by an edge "
" Introduction to Computer Science Ch3 Key Terms "," algorithm analysis - study of the results produced by the outputs as well as how the algorithm produces those outputs "
" Introduction to Computer Science Ch3 Key Terms "," algorithm design pattern - solution to well-known computing problems "
" Introduction to Computer Science Ch3 Key Terms "," algorithmic paradigm - common concept and ideas behind algorithm design patterns "
" Introduction to Computer Science Ch3 Key Terms "," algorithmic problem solving - refers to a particular set of approaches and methods for designing algorithms that draws on computing's historical connections to the study of mathematical problem solving "
" Introduction to Computer Science Ch3 Key Terms "," array list - data structure that stores elements next to each other in memory "
" Introduction to Computer Science Ch3 Key Terms "," asymptotic analysis - evaluates the time that an algorithm takes to produce a result as the size of the input increases "
" Introduction to Computer Science Ch3 Key Terms "," asymptotic notation - mathematical notation that formally defines the order of growth "
" Introduction to Computer Science Ch3 Key Terms "," AVL tree - balanced binary search tree data structure often used to implement sets or maps that organizes elements according to the AVL tree property "
" Introduction to Computer Science Ch3 Key Terms "," AVL tree property - requires the left and right subtrees to be balanced at every node in the tree "
" Introduction to Computer Science Ch3 Key Terms "," balanced binary search tree - introduces additional properties that ensure that the tree will never enter a worst-case situation by reorganizing elements to maintain balance "
" Introduction to Computer Science Ch3 Key Terms "," Big O notation - most common type of asymptotic notation in computer science used to measure worst case complexity "
" Introduction to Computer Science Ch3 Key Terms "," binary heap - binary tree data structure used to implement priority queues that organizes elements according to the heap property "
" Introduction to Computer Science Ch3 Key Terms "," binary logarithm - tells how many times a large number needs to be divided by 2 until it reaches 1 "
" Introduction to Computer Science Ch3 Key Terms "," binary search algorithm - recursively narrows down the possible locations for the target in the sorted list "
" Introduction to Computer Science Ch3 Key Terms "," binary search tree - tree data structure often used to implement sets and maps that organizes elements according to the binary tree property and the search tree property "
" Introduction to Computer Science Ch3 Key Terms "," binary tree property - requires that each node can have either zero, one, or two children "
" Introduction to Computer Science Ch3 Key Terms "," breadth-first search - iteratively explores each neighbor, expanding the search level-by-level breadth-first "
" Introduction to Computer Science Ch3 Key Terms "," brute-force algorithm - solves combinatorial problems by systematically enumerating all potential solutions in order to identify the best candidate solution "
" Introduction to Computer Science Ch3 Key Terms "," canonical algorithm - well-known algorithm "
" Introduction to Computer Science Ch3 Key Terms "," case analysis - way to account for variation in runtime based on factors other than the size of the problem "
" Introduction to Computer Science Ch3 Key Terms "," child node - descendant of another node "
" Introduction to Computer Science Ch3 Key Terms "," collision - situation where multiple objects hash to the same integer index value "
" Introduction to Computer Science Ch3 Key Terms "," combinatorial explosion - exponential number of solutions to a combinatorial problem that makes brute-force algorithms unusable in practice "
" Introduction to Computer Science Ch3 Key Terms "," combinatorial problem - involves identifying the best candidate solution out of a space of many potential solutions "
" Introduction to Computer Science Ch3 Key Terms "," comparison sorting - sorting of a list of elements where elements are not assigned numeric values but rather defined in relation to other elements "
" Introduction to Computer Science Ch3 Key Terms "," complexity - condition based on the degree of computational resources that an algorithm consumes during its execution in relation to the size of the input "
" Introduction to Computer Science Ch3 Key Terms "," compression - problem of representing information using less data storage "
" Introduction to Computer Science Ch3 Key Terms "," constant - type of order of growth that does not take more resources as the size of the problem increases "
" Introduction to Computer Science Ch3 Key Terms "," correctness - whether the outputs produced by an algorithm match the expected or desired results across the range of possible inputs "
" Introduction to Computer Science Ch3 Key Terms "," cost model - characterization of runtime in terms of more abstract operations such as the number of repetitions "
" Introduction to Computer Science Ch3 Key Terms "," count sorting - sorting a list of elements by organizing elements into categories and rearranging the categories into a logical order "
" Introduction to Computer Science Ch3 Key Terms "," cryptography - problem of masking or obfuscating text to make it unintelligible "
" Introduction to Computer Science Ch3 Key Terms "," data structure - complex data type with specific representation and specific functionality "
" Introduction to Computer Science Ch3 Key Terms "," data structure problem - computational problem involving the storage and retrieval of elements for implementing abstract data types such as lists, sets, maps, and priority queues "
" Introduction to Computer Science Ch3 Key Terms "," data type - determines how computers "
" Introduction to Computer Science Ch3 Conceptual Questions "," Explain the difference between algorithms and programs. "
" Introduction to Computer Science Ch3 Conceptual Questions "," Explain the difference between data structures and abstract data types. "
" Introduction to Computer Science Ch3 Conceptual Questions "," Explain the relationship between data representation, data structures, and algorithms. "
" Introduction to Computer Science Ch3 Conceptual Questions "," What is the relationship between search algorithms and the searching problem? "
" Introduction to Computer Science Ch3 Conceptual Questions "," What is the relationship between search algorithms and the autocomplete feature? "
" Introduction to Computer Science Ch3 Conceptual Questions "," Why is algorithmic correctness difficult to determine? "
" Introduction to Computer Science Ch3 Conceptual Questions "," What are some limitations of experimental analysis? "
" Introduction to Computer Science Ch3 Conceptual Questions "," What are some benefits of experimental analysis over asymptotic analysis? "
" Introduction to Computer Science Ch3 Conceptual Questions "," Why is a 1-element list the best-case situation for sequential search? "
" Introduction to Computer Science Ch3 Conceptual Questions "," If phone numbers are ten digits long and can contain digits from zero through nine, what is the total number of potential phone numbers? "
" Introduction to Computer Science Ch3 Conceptual Questions "," Why might we prefer a sub-optimal greedy algorithm over a correct brute-force algorithm? "
" Introduction to Computer Science Ch3 Conceptual Questions "," What's problematic about the statement, 'municipal broadband planning reduces to Kruskal's algorithm'? "
" Introduction to Computer Science Ch3 Conceptual Questions "," Describe the relationship between the pivot element and the left and right sublists after the first partition in quicksort. "
" Introduction to Computer Science Ch3 Conceptual Questions "," The runtime of Kruskal's algorithm is in O("
" Introduction to Computer Science Ch3 Conceptual Questions "," Both Prim's algorithm and Dijkstra's algorithm are greedy algorithms that organize vertices in a priority queue data structure. What is the difference between the ordering of vertices in the priority queue for Prim's algorithm and Dijkstra's algorithm? "
" Introduction to Computer Science Ch3 Conceptual Questions "," What is the relationship between models of computation and algorithms? "
" Introduction to Computer Science Ch3 Conceptual Questions "," What is the common difficulty preventing us from designing an efficient algorithm for solving NP-complete problems? "
" Introduction to Computer Science Ch3 Conceptual Questions "," What are the consequences of P = NP? "
" Introduction to Computer Science Ch3 Problem Set A "," Linked lists and binary search trees are two examples of linked data structures, in which each node in the data structure is connected to other nodes. Given a linked list of the numbers one through seven, organized in ascending sorted order, draw two different examples of binary search trees representing the same numbers. "
" Introduction to Computer Science Ch3 Problem Set A "," Given the following binary search tree, draw the corresponding ascending-sorted linked list containing the same numbers. "
" Introduction to Computer Science Ch3 Problem Set A "," We defined autocomplete as a problem that takes as an input a string of letters that might represent the start of a word, and outputs a list of words that match the input. Describe two other problem models for autocomplete and define the ramifications of the models. "
" Introduction to Computer Science Ch3 Problem Set A "," Compare and contrast the autocomplete problem models. What are the trade-offs of each problem model? "
" Introduction to Computer Science Ch3 Problem Set A "," Consider the problem of arranging desktop icons in a grid layout so that they fill column-by-column, starting from the left side of the screen. Suppose we are given a list of desktop icons in alphabetical order and that placing an icon in a grid position is a constant-time operation. What is the Big O order of growth of an algorithm that takes each icon in the given order and places each icon in the next open grid position with respect to N, the number of desktop icons? "
" Introduction to Computer Science Ch3 Problem Set A "," Suppose we're given a list of desktop icons in alphabetical order, but that placing an icon in a grid position is a linear-time operation with respect to the number of icons. (Perhaps a sequential search is needed to check that the icon has not already been placed on the desktop.) What is the Big O order of growth of this icon arrangement algorithm with respect to N, the number of desktop icons? "
" Introduction to Computer Science Ch3 Problem Set A "," Why does the greedy interval scheduling, which selects the cheapest, least time-consuming task, fail to maximize the number of completed tasks? "
" Introduction to Computer Science Ch3 Problem Set A "," What is a simple rule for greedy interval scheduling that will maximize the number of completed tasks? "
" Introduction to Computer Science Ch3 Problem Set A "," The runtime of most binary heap priority queue operations is in O(log N) with respect to N, the size of the priority queue. The logarithmic factor is due to the height of the binary heap data structure. But finding an element in a binary heap typically requires sequential search. How can we apply the hashing algorithm design pattern to find an element in a heap in constant time? "
" Introduction to Computer Science Ch3 Problem Set B "," Each unique key in a map is paired with one (possibly not-unique) value. Sometimes, we want to associate more than one value with a given key. Describe how we can use a list or set abstract data type to associate more than one value with a unique key. "
" Introduction to Computer Science Ch3 Problem Set B "," Each vertex in a graph can be labeled with a unique identifier, such as a unique number. Describe the relationship between adjacent vertices. How could we use abstract data types such as lists, sets, and maps to represent these relationships? "
" Introduction to Computer Science Ch3 Problem Set B "," Describe how we might implement the graph abstract data type using other abstract data types such as lists, sets, and/or maps. Explain for graphs whose edges have associated weights as well as graphs whose edges do not have associated weights. "
" Introduction to Computer Science Ch3 Problem Set B "," Describe two or three different problem models for a medical system designed to help doctors recommend preventive care for patients. "
" Introduction to Computer Science Ch3 Problem Set B "," Compare and contrast the medical system problem models. What are the trade-offs of each problem model? "
" Introduction to Computer Science Ch3 Problem Set B "," How does the choice of problem model affect potential algorithms? Describe an algorithm for each problem model. "
" Introduction to Computer Science Ch3 Problem Set B "," Consider an autocomplete implementation that relies on a sequential search to find all matching terms. What is the worst-case Big O order of growth for computing a single autocomplete query with respect to N, the number of potential terms? "
" Introduction to Computer Science Ch3 Problem Set B "," Consider an autocomplete implementation that sorts the list of potential terms and then performs binary search to find the matching terms. If the order of growth of the sorting algorithm is in O(N log N), what is the worst-case Big O order of growth for computing a single autocomplete query with respect to N, the number of potential terms? "
" Introduction to Computer Science Ch3 Problem Set B "," Why might algorithm designers prefer to use binary search instead of sequential search for autocomplete? "
" Introduction to Computer Science Ch3 Problem Set B "," In a 1-D space where each point is defined with x coordinates, a common problem is to find the closest pair of points in the space: the pair of points that has the least distance among all potential pairs of points. What is a brute-force algorithm for solving this 1-D closest pair problem? What is the Big O notation order of growth of this algorithm? "
" Introduction to Computer Science Ch3 Problem Set B "," In a 2-D space, each point is defined with (x, y) coordinates. What is a brute-force algorithm for solving the 2-D closest pair problem? "
" Introduction to Computer Science Ch3 Problem Set B "," What are the recursive subproblems in a divide and conquer algorithm for solving for the closest pair problem? "
" Introduction to Computer Science Ch3 Problem Set B "," Digital images are represented in computers as a 2-D grid of colored pixels. In image editing, the flood fill problem takes a given starting pixel and replaces all the pixels in a contiguous region that share the same color with a different color. How can we represent the colored pixels in a digital image as a graph with vertices and edges for the flood fill problem? "
" Introduction to Computer Science Ch3 Problem Set B "," How should we modify a graph traversal algorithm to solve the flood fill problem using your graph representation? "
" Introduction to Computer Science Ch3 Problem Set B "," What is a reduction algorithm for reducing from the flood fill problem to the graph traversal problem? In this case, the graph traversal algorithm cannot be modified. Instead, define a preprocessing step to create a graph representation that encodes the flood fill same-color rule. "
" Introduction to Computer Science Ch3 Practice Exercises "," Binary search trees organize elements in ascending sorted order within the tree. However, binary search trees can become unbalanced. In the worst-case, a binary search tree can look exactly like a linked list. Give an order for inserting the following numbers into a binary search tree such that the resulting tree appears like a linked list: 7, 3, 8, 1, 2, 5, 6, 4. "
" Introduction to Computer Science Ch3 Practice Exercises "," Consider these two different approaches for implementing the priority queue abstract data type using a linked list data structure: (1) organize the elements by decreasing priority value, and (2) organize the elements arbitrarily. Describe algorithms for inserting an element as well as retrieving and removing the highest-priority element from these two data structures. "
" Introduction to Computer Science Ch3 Practice Exercises "," In our definition of a priority queue, we emphasized retrieval and removal of the highest-priority elements—a maximum priority queue. What if we wanted to instead prioritize retrieval and removal of the lowest-priority elements—a minimum priority queue? Describe a simple change that we could make to make any maximum priority queue function as a minimum priority queue. "
" Introduction to Computer Science Ch3 Practice Exercises "," Formally describe the problem model for a drug administration medical system in terms of input data and output data represented as lists, sets, maps, priority queues, and graphs. "
" Introduction to Computer Science Ch3 Practice Exercises "," Formally describe the problem model for a music recommendation system in terms of input data and output data represented as lists, sets, maps, priority queues, and graphs. "
" Introduction to Computer Science Ch3 Practice Exercises "," There can sometimes be thousands, if not millions, of results that match a Web search query. To make this information more helpful to humans, we might want to order the results according to a relevance score such that more-relevant results appear before less-relevant results. Describe how we can solve this problem of retrieving the N-largest elements using the following algorithm design patterns: (1) a sorting algorithm, and (2) a priority queue abstract data type. "
" Introduction to Computer Science Ch3 Practice Exercises "," What is the best-case and worst-case Big O order of growth of sequential search with respect to N, the size of the list? "
" Introduction to Computer Science Ch3 Practice Exercises "," What is the best-case and worst-case Big O order of growth of binary search with respect to N, the size of the sorted list? "
" Introduction to Computer Science Ch3 Practice Exercises "," What is the worst-case Big O order of growth of sequential search followed by binary search with respect to N, the size of the sorted list? "
" Introduction to Computer Science Ch3 Practice Exercises "," What two sublists are combined in the final step of merge sort on the list [9, 8, 2, 5, 4, 1, 3, 6]? "
